id,cycle,setting1,setting2,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,label_bnc
9,81,100,0.000075,389.0025,481.62,1189.815,1049.43,10.965,16.2075,415.5225,1791.015,6804.5775,0.975,35.4225,391.6875,1791,6109.1775,6.3141,0.0225,294,1791,29.13,17.5863,0
9,82,100,0.00075,389.0025,481.6275,1189.0875,1051.53,10.965,16.2075,415.695,1790.97,6801.8025,0.975,35.445,391.5075,1791,6116.535,6.315375,0.0225,294,1791,29.3475,17.531025,0
9,83,100,-0.001575,389.0025,481.32,1189.05,1048.125,10.965,16.2075,415.6125,1790.985,6802.44,0.975,35.3775,391.4775,1791,6112.875,6.300375,0.0225,294,1791,29.1225,17.5743,0
9,84,100,-0.0006,389.0025,481.575,1187.97,1048.8225,10.965,16.2,416.2575,1791.0075,6799.2375,0.975,35.505,391.62,1790.9925,6111.8925,6.2952,0.0225,295.5,1791,29.1525,17.549625,0
9,85,100,-0.001125,389.0025,481.4625,1190.07,1050.675,10.965,16.2,415.4175,1791.0225,6804.105,0.975,35.4075,392.0475,1790.985,6115.9425,6.330075,0.0225,294.75,1791,29.265,17.5233,0
9,86,100,-0.000675,389.0025,481.2525,1191.645,1052.5725,10.965,16.2,415.335,1790.985,6799.65,0.975,35.4825,391.665,1790.97,6113.61,6.31215,0.0225,294,1791,29.37,17.5593,0
9,87,100,0.000375,389.0025,481.755,1193.43,1044.06,10.965,16.2075,415.335,1791.0225,6800.8275,0.975,35.43,392.1825,1791.015,6112.935,6.299025,0.0225,293.25,1791,29.2425,17.50785,0
9,88,100,-0.000075,389.0025,481.2825,1185.2775,1048.905,10.965,16.2075,415.485,1790.9625,6808.635,0.975,35.52,391.65,1790.9475,6114.585,6.2979,0.0225,294,1791,29.2275,17.576025,0
9,89,100,-0.000525,389.0025,481.6575,1194.1275,1049.745,10.965,16.2075,415.6575,1790.9925,6803.475,0.975,35.3625,391.7775,1790.9925,6111.645,6.27585,0.0225,294,1791,29.2725,17.52135,0
9,90,100,0.0018,389.0025,481.83,1188.315,1051.1775,10.965,16.2075,415.92,1791.03,6805.11,0.975,35.3475,391.6725,1791.0225,6112.215,6.296625,0.0225,294,1791,29.295,17.474175,0
9,91,100,0.0006,389.0025,481.5375,1184.775,1054.2525,10.965,16.2075,415.86,1791.03,6805.8375,0.975,35.445,391.905,1791.0225,6115.4625,6.297525,0.0225,293.25,1791,29.1825,17.5371,0
9,92,100,-0.000525,389.0025,481.515,1189.23,1049.94,10.965,16.2,415.8075,1790.97,6810.3975,0.975,35.52,391.905,1791.0225,6114.4875,6.261525,0.0225,294,1791,29.2275,17.622225,0
9,93,100,0.000375,389.0025,481.56,1193.6025,1053.9075,10.965,16.2075,415.1175,1791.0225,6808.0275,0.975,35.445,391.8825,1790.985,6112.7025,6.2931,0.0225,292.5,1791,29.2275,17.555625,0
9,94,100,-0.002025,389.0025,481.5375,1195.0875,1051.095,10.965,16.2075,415.95,1790.9925,6806.2875,0.975,35.5575,391.7325,1790.985,6116.5575,6.281475,0.0225,294,1791,29.3475,17.589225,0
9,95,100,-0.001275,389.0025,481.785,1188.84,1046.31,10.965,16.2075,415.2525,1791.015,6806.1075,0.975,35.385,391.7925,1791.0225,6116.8725,6.31935,0.0225,294,1791,29.3475,17.538675,0
9,96,100,0.00075,389.0025,481.8075,1188.54,1048.26,10.965,16.2075,415.635,1790.97,6801.1725,0.975,35.5125,391.4025,1791.0075,6114.105,6.3192,0.0225,293.25,1791,29.2725,17.57055,0
9,97,100,-0.001575,389.0025,481.8075,1189.8525,1053.1125,10.965,16.2075,415.8825,1790.9925,6801.765,0.975,35.475,391.4925,1791.0225,6115.5075,6.29025,0.0225,293.25,1791,29.3175,17.492175,0
9,98,100,-0.00075,389.0025,482.0625,1189.7475,1050.285,10.965,16.2075,415.485,1791.015,6801.9,0.975,35.46,391.5375,1790.9775,6116.6175,6.31845,0.0225,294.75,1791,29.2425,17.6031,0
9,99,100,-0.003075,389.0025,481.7925,1187.6475,1050.24,10.965,16.2075,415.8525,1791.03,6811.7475,0.975,35.3925,391.8375,1791.0075,6113.3475,6.309975,0.0225,293.25,1791,29.0925,17.50485,0
9,100,100,-0.001575,389.0025,481.68,1192.1325,1045.8825,10.965,16.2075,415.425,1791.0075,6809.3775,0.975,35.34,391.635,1790.985,6119.085,6.315375,0.0225,294.75,1791,29.2425,17.592375,0
9,101,100,0.002475,389.0025,481.8525,1190.9175,1051.455,10.965,16.2075,416.0325,1791.03,6808.0725,0.975,35.4975,391.485,1791.045,6113.7975,6.342525,0.0225,295.5,1791,29.2425,17.54415,0
9,102,100,0.00015,389.0025,481.7475,1189.815,1047.435,10.965,16.2075,415.7325,1790.985,6807.3825,0.975,35.475,391.6425,1790.97,6120.8625,6.292575,0.0225,293.25,1791,29.205,17.546325,0
9,103,100,-0.000825,389.0025,481.4475,1192.725,1052.49,10.965,16.2075,415.53,1790.9925,6801.435,0.975,35.4,391.395,1790.9925,6119.2275,6.337875,0.0225,292.5,1791,29.295,17.54295,0
9,104,100,-0.0006,389.0025,481.7625,1191.555,1052.28,10.965,16.2075,415.74,1790.9925,6807.03,0.975,35.5125,391.65,1791,6118.9125,6.29775,0.0225,293.25,1791,29.175,17.528925,0
9,105,100,0.002775,389.0025,481.3575,1193.055,1049.55,10.965,16.2075,416.0325,1791.0375,6808.0125,0.975,35.4,391.6575,1790.97,6116.535,6.336675,0.0225,294.75,1791,29.2575,17.571075,0
9,106,100,0.003375,389.0025,482.01,1192.89,1050.75,10.965,16.2075,415.7775,1791.015,6809.1975,0.975,35.4975,391.53,1791,6120.06,6.29505,0.0225,294.75,1791,29.2425,17.638575,0
9,107,100,-0.00105,389.0025,481.425,1186.8,1054.335,10.965,16.2075,416.0925,1790.985,6799.23,0.975,35.355,391.545,1790.985,6119.3325,6.315225,0.0225,293.25,1791,29.235,17.4786,0
9,108,100,-0.0021,389.0025,481.845,1186.875,1047.015,10.965,16.2,415.8975,1791.015,6812.115,0.975,35.385,391.8225,1790.9775,6114.4875,6.333,0.0225,295.5,1791,29.1225,17.6262,0
9,109,100,0.0018,389.0025,481.635,1187.9325,1054.6125,10.965,16.2075,415.65,1791.0225,6805.53,0.975,35.6325,391.605,1791,6114.0825,6.32115,0.0225,294,1791,29.16,17.577675,0
9,110,100,-0.00015,389.0025,481.5225,1191.4275,1045.6425,10.965,16.2075,415.1775,1790.9925,6811.8,0.975,35.3925,391.8,1791.0075,6117.345,6.2799,0.0225,294,1791,29.16,17.534325,0
9,111,100,-0.000375,389.0025,482.175,1188.615,1049.0175,10.965,16.2,416.04,1791,6806.6475,0.975,35.2725,391.9725,1791.0225,6120.7875,6.295575,0.0225,293.25,1791,29.205,17.476425,0
9,112,100,0.002175,389.0025,482.0175,1191.36,1052.7675,10.965,16.2075,415.6425,1791.045,6806.385,0.975,35.52,391.7925,1790.985,6121.485,6.2892,0.0225,294.75,1791,29.1375,17.538375,0
9,113,100,-0.000075,389.0025,481.5,1183.5,1051.2,10.965,16.2075,415.995,1791.03,6812.3625,0.975,35.385,391.4175,1790.97,6120.1575,6.3327,0.0225,293.25,1791,29.25,17.54115,0
9,114,100,0.00375,389.0025,481.5225,1191.465,1049.5125,10.965,16.2075,415.545,1791.015,6808.1325,0.975,35.46,391.77,1791,6120.7275,6.308025,0.0225,294.75,1791,29.145,17.50245,0
9,115,100,-0.0018,389.0025,481.95,1188.6225,1050.4875,10.965,16.2075,416.0325,1791.0075,6809.55,0.975,35.43,391.29,1790.9925,6118.6875,6.318525,0.0225,293.25,1791,29.1075,17.570625,0
9,116,100,0.001875,389.0025,481.8975,1188.18,1039.8225,10.965,16.2075,415.455,1791,6813.0975,0.975,35.43,391.365,1791.0225,6119.655,6.300225,0.0225,295.5,1791,29.235,17.491875,0
9,117,100,-0.0018,389.0025,481.32,1191.4875,1051.7775,10.965,16.2075,415.7625,1791.015,6807.4275,0.975,35.6175,391.425,1790.9925,6122.9925,6.28185,0.0225,294.75,1791,29.3025,17.5434,0
9,118,100,0.001275,389.0025,481.7325,1191.5475,1059.1275,10.965,16.2075,415.5,1790.9775,6815.025,0.975,35.37,391.6425,1791,6121.0125,6.3228,0.0225,294.75,1791,29.145,17.5437,0
9,119,100,-0.00255,389.0025,481.7775,1190.0475,1048.4025,10.965,16.2075,415.92,1791.015,6809.79,0.975,35.34,391.4325,1791,6120.8025,6.321975,0.0225,294.75,1791,29.2125,17.57085,0
9,120,100,-0.000825,389.0025,481.5075,1185.5325,1046.2425,10.965,16.2,415.8,1791.015,6815.58,0.975,35.385,391.41,1791,6120.6975,6.308325,0.0225,295.5,1791,29.1675,17.565825,0
9,121,100,-0.0009,389.0025,481.6575,1190.79,1048.8975,10.965,16.2075,415.9125,1790.9925,6804.81,0.975,35.61,391.44,1791.0225,6119.085,6.3552,0.0225,294.75,1791,29.2725,17.464875,0
9,122,100,-0.000225,389.0025,481.9125,1197.4125,1053.33,10.965,16.2075,415.23,1791.03,6813.7575,0.975,35.415,391.665,1790.9925,6121.4175,6.3423,0.0225,296.25,1791,29.19,17.496225,0
9,123,100,-0.000975,389.0025,481.92,1198.2825,1048.77,10.965,16.2075,415.14,1790.985,6811.8225,0.975,35.5575,391.8825,1790.985,6120.4125,6.29955,0.0225,295.5,1791,29.1975,17.55195,0
9,124,100,-0.002175,389.0025,481.815,1191.0375,1047.63,10.965,16.2075,415.3725,1791.015,6814.8975,0.975,35.64,391.3425,1790.985,6121.0125,6.305775,0.0225,294,1791,29.145,17.53365,0
9,125,100,-0.002775,389.0025,482.055,1190.1975,1051.98,10.965,16.2,415.7625,1791.0375,6810.96,0.975,35.4825,391.5075,1791,6124.425,6.324225,0.0225,294,1791,29.0775,17.6196,0
9,126,100,-0.001125,389.0025,482.01,1187.505,1048.5225,10.965,16.2075,415.425,1790.985,6810.615,0.975,35.46,391.245,1790.97,6122.9625,6.316725,0.0225,294,1791,29.2425,17.449725,0
9,127,100,-0.004275,389.0025,481.77,1191.2175,1052.67,10.965,16.2075,415.575,1791.03,6813.36,0.975,35.4375,391.725,1790.97,6120.2325,6.3021,0.0225,294.75,1791,29.3175,17.5011,0
9,128,100,-0.004275,389.0025,481.8225,1192.38,1055.1825,10.965,16.2075,416.1975,1791.0225,6814.8525,0.975,35.52,391.23,1791.0375,6122.43,6.305925,0.0225,294,1791,29.2275,17.52315,0
9,129,100,-0.003675,389.0025,482.0775,1191.015,1049.2725,10.965,16.2075,415.35,1790.9925,6811.605,0.975,35.55,391.56,1791.015,6126.7725,6.31155,0.0225,294.75,1791,29.1375,17.577225,0
9,130,100,-0.00105,389.0025,481.95,1192.185,1049.37,10.965,16.2075,415.8,1790.985,6817.455,0.975,35.5275,391.5525,1790.985,6129.2925,6.306,0.0225,294.75,1791,29.265,17.560875,0
9,131,100,-0.001725,389.0025,481.6875,1191.795,1046.595,10.965,16.2075,415.4625,1790.985,6814.5525,0.975,35.5725,391.53,1791.0075,6128.9925,6.28125,0.0225,295.5,1791,29.13,17.49555,0
9,132,100,0.00255,389.0025,481.6125,1195.4925,1048.38,10.965,16.2075,415.1775,1791.03,6812.19,0.975,35.535,391.755,1791.03,6126.3675,6.312,0.0225,294,1791,29.1525,17.4795,0
9,133,100,-0.000075,389.0025,482.0475,1190.895,1055.13,10.965,16.2075,415.86,1790.9775,6816.225,0.975,35.46,391.35,1790.9775,6121.9575,6.3054,0.0225,294,1791,29.295,17.44785,0
9,134,100,0.002475,389.0025,481.9575,1195.2375,1056.6525,10.965,16.2075,415.4025,1791.0075,6818.775,0.975,35.445,391.815,1791.015,6128.7,6.314475,0.0225,293.25,1791,29.2275,17.4864,0
9,135,100,0.00045,389.0025,481.695,1195.86,1048.44,10.965,16.2075,415.3425,1791.0375,6820.125,0.975,35.6175,391.605,1790.985,6129.555,6.294075,0.0225,294.75,1791,29.2125,17.525325,0
9,136,100,-0.000225,389.0025,481.9275,1191.1575,1053.8775,10.965,16.2075,415.74,1791.0225,6819.825,0.975,35.58,391.47,1791.045,6127.275,6.31695,0.0225,294,1791,29.0625,17.529225,0
9,137,100,-0.0036,389.0025,481.9725,1196.1375,1053.4275,10.965,16.2075,415.65,1791.015,6819.2625,0.975,35.445,391.0275,1790.9775,6125.16,6.3183,0.0225,294,1791,29.2425,17.478375,0
9,138,100,-0.001725,389.0025,481.95,1192.5,1051.4775,10.965,16.2075,415.5525,1790.955,6822.315,0.975,35.4675,391.3725,1790.91,6128.445,6.308925,0.0225,293.25,1791,29.1375,17.5683,0
9,139,100,-0.003375,389.0025,482.0025,1195.3275,1054.1625,10.965,16.2075,415.7175,1791.03,6825.0375,0.975,35.37,391.62,1790.97,6130.7925,6.3144,0.0225,294.75,1791,29.1,17.52345,0
9,140,100,0.000375,389.0025,482.175,1196.625,1049.6475,10.965,16.2075,415.365,1791.015,6818.9625,0.975,35.5275,391.44,1791.0225,6127.0725,6.30765,0.0225,294.75,1791,29.295,17.616825,0
9,141,100,-0.0015,389.0025,481.9275,1191.9525,1052.07,10.965,16.2075,415.74,1790.985,6820.98,0.975,35.4675,391.68,1790.97,6128.3175,6.333375,0.0225,295.5,1791,29.2125,17.445075,0
9,142,100,0.00075,389.0025,481.6125,1187.085,1052.7225,10.965,16.2075,415.5675,1791.0225,6827.0625,0.975,35.4825,391.155,1791.0225,6130.695,6.308325,0.0225,295.5,1791,29.1525,17.4699,0
9,143,100,-0.000675,389.0025,481.62,1193.835,1053.93,10.965,16.2075,415.7475,1791.03,6824.595,0.975,35.5725,391.8675,1791.0225,6131.7225,6.314325,0.0225,294.75,1791,29.145,17.559,0
9,144,100,0.000225,389.0025,481.935,1195.245,1054.215,10.965,16.2075,415.4025,1790.9925,6818.3925,0.975,35.535,391.3875,1791.015,6131.4,6.34245,0.0225,293.25,1791,29.085,17.4546,0
9,145,100,0.0018,389.0025,481.62,1193.925,1049.5875,10.965,16.2075,415.59,1790.97,6818.97,0.975,35.5125,391.3875,1791.0225,6131.5725,6.3294,0.0225,294,1791,29.145,17.44155,0
9,146,100,0.00045,389.0025,482.22,1187.2275,1054.1775,10.965,16.2075,415.47,1790.9925,6821.3475,0.975,35.625,391.6425,1790.985,6129.945,6.3285,0.0225,294,1791,29.1825,17.504325,0
9,147,100,0.0015,389.0025,481.635,1191.375,1053.375,10.965,16.2075,415.5525,1790.97,6825.2025,0.975,35.5275,391.56,1790.9925,6128.7075,6.308175,0.0225,295.5,1791,29.085,17.478525,0
9,148,100,0.002175,389.0025,481.455,1193.3325,1050.5625,10.965,16.2075,415.215,1791.0525,6824.6625,0.975,35.6025,391.425,1791.03,6133.3875,6.299775,0.0225,294.75,1791,29.0775,17.490975,0
9,149,100,-0.001425,389.0025,481.95,1191.8025,1051.0875,10.965,16.2075,415.68,1790.9925,6830.1225,0.975,35.2875,391.785,1791.0225,6133.6575,6.3138,0.0225,294,1791,29.145,17.5113,0
9,150,100,0.0006,389.0025,481.74,1196.0925,1054.83,10.965,16.2075,415.4775,1791.03,6826.9575,0.975,35.4975,391.335,1790.9925,6134.175,6.30405,0.0225,294,1791,29.235,17.474925,0
9,151,100,-0.00315,389.0025,481.455,1187.82,1055.3925,10.965,16.2075,415.4625,1791.0225,6832.8675,0.975,35.5575,391.6575,1790.955,6134.3475,6.315375,0.0225,294.75,1791,29.325,17.51295,0
9,152,100,-0.000525,389.0025,481.9875,1190.205,1064.595,10.965,16.2075,415.8075,1791,6828.795,0.975,35.67,392.1675,1791,6136.905,6.3123,0.0225,295.5,1791,29.1675,17.379,0
9,153,100,0.0012,389.0025,481.65,1191.8325,1058.1375,10.965,16.2075,415.41,1791.0075,6831.9975,0.975,35.61,391.215,1791.015,6134.565,6.3135,0.0225,295.5,1791,29.145,17.47005,0
9,154,100,-0.000975,389.0025,481.995,1194.855,1054.47,10.965,16.2075,415.68,1791.015,6827.205,0.975,35.5275,391.2,1791.0225,6139.11,6.332775,0.0225,296.25,1791,29.0325,17.46255,0
9,155,100,0.0006,389.0025,482.145,1191.51,1058.6325,10.965,16.2075,415.2075,1791.03,6828.81,0.975,35.595,391.5075,1791.0225,6137.055,6.30855,0.0225,294.75,1791,29.1675,17.454675,0
9,156,100,0,389.0025,482.01,1188.7875,1053.405,10.965,16.2075,415.875,1791.0525,6829.89,0.975,35.5875,390.9975,1791.0075,6135.6375,6.33045,0.0225,295.5,1791,29.1,17.5071,0
9,157,100,-0.000375,389.0025,482.115,1193.9625,1051.0425,10.965,16.2075,415.77,1791.0375,6838.185,0.975,35.625,391.5075,1791.0075,6135.4425,6.325575,0.0225,294.75,1791,29.145,17.446275,0
9,158,100,0.00225,389.0025,481.9575,1196.085,1049.3775,10.965,16.2,415.17,1790.9775,6837.0825,0.975,35.58,391.4175,1791.015,6141.225,6.308925,0.0225,294,1791,29.1675,17.47215,0
9,159,100,0.000375,389.0025,482.0025,1189.2525,1051.47,10.965,16.2075,415.5075,1791.03,6836.565,0.975,35.5575,390.96,1791.0075,6138.795,6.32985,0.0225,295.5,1791,29.04,17.5632,0
9,160,100,-0.00195,389.0025,481.8525,1191.525,1055.8125,10.965,16.2075,416.2875,1791.015,6837.675,0.975,35.6175,391.14,1790.9925,6144.57,6.2925,0.0225,295.5,1791,28.98,17.419125,0
9,161,100,0.00045,389.0025,482.22,1188.435,1059.2025,10.965,16.2075,415.83,1791.0075,6833.805,0.975,35.58,391.1325,1791.0075,6142.44,6.3177,0.0225,294.75,1791,29.07,17.4294,0
9,162,100,-0.001425,389.0025,482.07,1194.2625,1058.34,10.965,16.2075,415.4325,1791.015,6836.265,0.975,35.7375,391.4775,1791.015,6145.71,6.3237,0.0225,295.5,1791,29.25,17.419275,0
9,163,100,0.0009,389.0025,481.98,1191.9975,1058.88,10.965,16.2075,414.9,1791.015,6840.54,0.975,35.61,391.5375,1791.03,6142.875,6.350025,0.0225,294.75,1791,29.0625,17.4615,0
9,164,100,0.003075,389.0025,482.2875,1197.3375,1051.8975,10.965,16.2075,415.3275,1791.06,6842.1825,0.975,35.5125,391.725,1790.985,6142.26,6.31365,0.0225,294,1791,29.07,17.50665,0
9,165,100,-0.0003,389.0025,481.92,1196.64,1058.3625,10.965,16.2075,415.3125,1791.0225,6848.445,0.975,35.7375,391.4475,1791.045,6142.14,6.339675,0.0225,295.5,1791,29.175,17.5473,0
9,166,100,0.001125,389.0025,482.22,1194.45,1058.325,10.965,16.2075,415.2975,1790.9925,6842.505,0.975,35.685,391.1025,1790.9925,6145.8,6.31935,0.0225,294.75,1791,29.1675,17.51055,0
9,167,100,0.001875,389.0025,482.1075,1191.7575,1052.43,10.965,16.2075,415.7625,1791.03,6842.1075,0.975,35.6325,390.69,1791.0675,6147.915,6.345675,0.0225,294.75,1791,29.1,17.341425,0
9,168,100,0.001125,389.0025,482.0775,1193.2275,1058.325,10.965,16.2075,415.215,1790.985,6848.805,0.975,35.6325,390.825,1791.0375,6145.86,6.325125,0.0225,296.25,1791,29.1,17.480175,0
9,169,100,-0.002475,389.0025,482.1225,1196.07,1053.2475,10.965,16.2075,415.62,1791.0225,6846.3675,0.975,35.5425,391.38,1791.0075,6148.7025,6.340875,0.0225,296.25,1791,28.995,17.445225,0
9,170,100,0.00075,389.0025,481.9575,1191.2475,1057.9125,10.965,16.2075,414.9,1791.0525,6851.34,0.975,35.7675,391.35,1791.105,6157.1475,6.352425,0.0225,295.5,1791,29.1,17.448675,0
9,171,100,0.0018,389.0025,481.755,1190.31,1063.5,10.965,16.2075,414.5925,1791.075,6856.5225,0.975,35.8725,391.02,1791.045,6151.8225,6.36345,0.0225,294.75,1791,29.295,17.4639,1
9,172,100,0.003075,389.0025,482.3025,1195.485,1058.1975,10.965,16.2075,415.1475,1791.0075,6849.9,0.975,35.685,391.0275,1791.06,6151.875,6.342375,0.0225,294.75,1791,29.085,17.405175,1
9,173,100,-0.002175,389.0025,481.9275,1192.365,1052.565,10.965,16.2075,415.38,1791.03,6848.58,0.975,35.6325,391.0725,1791.0525,6157.1625,6.329475,0.0225,295.5,1791,29.0625,17.4147,1
9,174,100,0.00015,389.0025,481.9275,1196.475,1063.4625,10.965,16.2075,415.14,1791.0375,6857.7075,0.975,35.6775,390.7425,1791.0225,6157.755,6.3447,0.0225,294.75,1791,29.0475,17.420325,1
9,175,100,0.001725,389.0025,482.1675,1196.2575,1059.0675,10.965,16.2075,414.5925,1791.015,6852.8925,0.975,35.5875,390.96,1791.0375,6155.8425,6.330525,0.0225,294.75,1791,29.0925,17.4318,1
9,176,100,0.00075,389.0025,482.37,1193.67,1056.36,10.965,16.2075,415.4175,1791.0075,6854.985,0.975,35.7,391.035,1791.0075,6160.8675,6.3504,0.0225,296.25,1791,29.085,17.425275,1
9,177,100,-0.003525,389.0025,482.1225,1196.88,1056.165,10.965,16.2075,415.155,1791.0525,6860.6925,0.975,35.5725,391.095,1791.06,6159.1725,6.32685,0.0225,297,1791,29.1675,17.3895,1
9,178,100,-0.000975,389.0025,482.475,1196.0775,1055.385,10.965,16.2075,414.5925,1791.0675,6863.5425,0.975,35.79,391.245,1791.0375,6163.485,6.339075,0.0225,295.5,1791,29.04,17.489625,1
9,179,100,0.000525,389.0025,482.2575,1200.0375,1059.15,10.965,16.2075,415.425,1791.0675,6867.7125,0.975,35.745,390.915,1791.03,6162.675,6.328875,0.0225,295.5,1791,29.0475,17.415525,1
9,180,100,-0.0006,389.0025,482.2875,1196.22,1054.6425,10.965,16.2075,415.395,1791.0375,6866.8575,0.975,35.625,390.93,1791.075,6170.9775,6.3711,0.0225,295.5,1791,28.86,17.350575,1
9,181,100,-0.0006,389.0025,482.4225,1202.2425,1063.2225,10.965,16.2075,415.3725,1791,6858.735,0.975,35.6925,390.6525,1791.06,6167.385,6.3351,0.0225,296.25,1791,29.1825,17.394225,1
9,182,100,0.00015,389.0025,482.2575,1197.735,1062.3825,10.965,16.2075,414.7125,1791.0825,6872.1675,0.975,35.6925,390.66,1791.075,6165.0975,6.357225,0.0225,296.25,1791,28.995,17.39235,1
9,183,100,0.001125,389.0025,482.3025,1193.01,1057.7775,10.965,16.2075,414.705,1791.0675,6875.37,0.975,35.76,391.2225,1791.0675,6172.3425,6.35385,0.0225,295.5,1791,28.9575,17.405025,1
9,184,100,-0.0018,389.0025,482.6625,1201.9425,1061.6625,10.965,16.2075,415.4025,1791.06,6872.6025,0.975,35.82,390.78,1791.06,6173.22,6.345375,0.0225,296.25,1791,28.965,17.376675,1
9,185,100,0.0015,389.0025,482.4,1201.35,1065.6225,10.965,16.2075,414.6075,1791.0525,6871.995,0.975,35.835,390.78,1791.06,6171.9975,6.375375,0.0225,294.75,1791,28.9725,17.36985,1
9,186,100,-0.0003,389.0025,482.37,1195.1925,1061.58,10.965,16.2075,414.3,1791.045,6878.385,0.975,35.745,390.9675,1791.0375,6178.74,6.334575,0.0225,296.25,1791,29.0325,17.39655,1
9,187,100,-0.00165,389.0025,482.6625,1205.28,1066.2675,10.965,16.2075,414.3375,1791.0525,6873.705,0.975,35.7525,390.6975,1791.06,6178.4025,6.37035,0.0225,296.25,1791,29.0925,17.376,1
9,188,100,-0.0045,389.0025,482.1225,1201.41,1063.05,10.965,16.2075,414.6225,1791.0975,6878.9925,0.975,35.8875,390.5925,1791.0525,6180.045,6.3744,0.0225,296.25,1791,28.845,17.46735,1
9,189,100,0.001875,389.0025,482.13,1197.0225,1063.965,10.965,16.2075,414.63,1791.03,6883.7775,0.975,35.925,391.0425,1791.0825,6182.955,6.33915,0.0225,297,1791,28.98,17.32455,1
9,190,100,-0.0012,389.0025,482.7975,1196.67,1063.335,10.965,16.2075,415.02,1791.09,6891.3675,0.975,35.94,390.735,1791.075,6181.8075,6.374025,0.0225,297,1791,28.89,17.37105,1
9,191,100,-0.000075,389.0025,482.535,1202.19,1067.325,10.965,16.2075,414.39,1791.09,6887.94,0.975,35.9175,390.5925,1791.075,6186.225,6.3699,0.0225,296.25,1791,29.01,17.4078,1
9,192,100,0.001125,389.0025,482.4225,1198.665,1065.1575,10.965,16.2075,414.2325,1791.1125,6892.1175,0.975,35.9325,390.0825,1791.06,6188.82,6.377775,0.0225,297,1791,29.01,17.386425,1
9,193,100,-0.000825,389.0025,482.49,1201.6125,1070.55,10.965,16.2075,414.27,1791.09,6893.6925,0.975,35.9325,390.585,1791.1275,6191.8425,6.3735,0.0225,297,1791,29.0025,17.26695,1
9,194,100,-0.000075,389.0025,482.3475,1199.505,1063.815,10.965,16.2075,414.27,1791.12,6905.52,0.975,36.06,390.8025,1791.0525,6192.8925,6.33105,0.0225,297,1791,28.7925,17.423925,1
9,195,100,0.000525,389.0025,482.025,1202.2425,1073.2575,10.965,16.2075,414.1125,1791.0675,6904.2825,0.975,36.03,390.5325,1791.0975,6196.56,6.3681,0.0225,297,1791,28.905,17.363475,1
9,196,100,-0.00135,389.0025,482.43,1198.3575,1068.015,10.965,16.2075,413.8125,1791.09,6899.6925,0.975,35.8875,390.4425,1791.0525,6196.9275,6.36735,0.0225,297,1791,28.9125,17.29065,1
9,197,100,0.00045,389.0025,482.565,1197.525,1062.7575,10.965,16.2075,414.4725,1791.1125,6904.7325,0.975,35.955,390.2625,1791.0675,6200.1225,6.382125,0.0225,297,1791,28.8825,17.38575,1
9,198,100,0.00165,389.0025,482.595,1199.5875,1075.3725,10.965,16.2075,414.645,1791.1125,6910.965,0.975,35.8875,389.895,1791.0975,6203.5425,6.39045,0.0225,297.75,1791,28.8675,17.34645,1
9,199,100,-0.00195,389.0025,482.7675,1202.775,1071.8925,10.965,16.2075,413.7825,1791.0675,6915.66,0.975,35.865,390.375,1791.075,6204.6225,6.39615,0.0225,297,1791,28.8,17.300775,1
9,200,100,-0.00105,389.0025,482.55,1202.1675,1073.9625,10.965,16.2075,414.2175,1791.33,6918.6525,0.975,35.985,390.2625,1791.33,6209.8425,6.3726,0.0225,297.75,1791,28.8225,17.3256,1
9,201,100,-0.0012,389.0025,483.03,1196.52,1071.3225,10.965,16.2075,414.225,1791.375,6929.82,0.975,36.0825,390.21,1791.42,6217.2225,6.3867,0.0225,299.25,1791,28.8375,17.2713,1
10,1,100,-0.00105,389.0025,481.44,1190.9475,1044.15,10.965,16.2075,415.7775,1791,6788.595,0.975,35.2875,391.905,1791.0075,6103.2075,6.302925,0.0225,293.25,1791,29.28,17.648175,0
10,2,100,0.000675,389.0025,481.665,1190.1075,1044.0225,10.965,16.2075,416.07,1791.045,6792.7725,0.975,35.4,392.28,1791.03,6106.9275,6.2901,0.0225,292.5,1791,29.2875,17.48295,0
10,3,100,0.000675,389.0025,481.62,1185.795,1046.6325,10.965,16.2075,415.815,1791.0075,6785.5875,0.975,35.3925,391.665,1790.9775,6102.6375,6.33165,0.0225,294,1791,29.2575,17.628975,0
10,4,100,0.00075,389.0025,481.605,1192.6275,1041.1125,10.965,16.2075,415.6425,1790.9925,6793.0725,0.975,35.3325,391.8825,1791.0225,6102.465,6.2946,0.0225,293.25,1791,29.1225,17.49855,0
10,5,100,-0.0015,389.0025,481.5975,1185.8175,1047.2775,10.965,16.2,415.695,1790.97,6784.62,0.975,35.4,391.7175,1791.0075,6104.2125,6.290925,0.0225,294,1791,29.295,17.598825,0
10,6,100,0.0024,389.0025,481.4925,1188.8475,1046.1825,10.965,16.2075,415.86,1791.015,6790.9425,0.975,35.2725,391.77,1791.015,6106.59,6.28725,0.0225,292.5,1791,29.31,17.524125,0
10,7,100,-0.001275,389.0025,481.83,1187.22,1045.695,10.965,16.2075,416.295,1791.0075,6788.775,0.975,35.415,392.1525,1791.0225,6104.37,6.298275,0.0225,293.25,1791,29.2425,17.553975,0
